condition,sample_idx,claim_id,claim_text,parent_sentence,bucket,bucket_label,subtype,evidence_note,genre_terms,genre_verification,genre_missing,quoted_names,quoted_verification,needs_human_review,human_bucket,human_is_genuine_error,human_note,generated_text
full,4025,4,It's perfect for adding a touch of romance to your wedding video.,It's perfect for adding a touch of romance to your wedding video.,E3_video_unsupported,影片內容不支持,specific_video_content_asserted,主張具體影片情境（如婚禮／旅遊），但模型輸入僅有 CLIP 影像特徵，規則層無法驗證，送人工複核,,not_applicable,,,not_applicable,1,,,,"Certainly! If you're looking for an R&B twist, I recommend '你撕碎了我的心' by A-ONE. This track has a beautiful blend of pop, R&B, and soul elements, creating a smooth and soulful sound. It's perfect for adding a touch of romance to your wedding video."
full,4053,2,This track has a strong electronic,"This track has a strong electronic and house influence, perfect for creating a lively and energetic atmosphere.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;house,partially_supported,house,,not_applicable,0,,,,"In that case, I recommend 'Bring It Back' by The Funk Hunters. This track has a strong electronic and house influence, perfect for creating a lively and energetic atmosphere. It's part of the album 'Bring It Back' and was used in events like the 2014 Vancouver International Wine Festival."
full,4053,5,was used in events like the 2014 Vancouver International Wine Festival.,It's part of the album 'Bring It Back' and was used in events like the 2014 Vancouver International Wine Festival.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_metadata-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,Bring It Back,not_found,0,,,,"In that case, I recommend 'Bring It Back' by The Funk Hunters. This track has a strong electronic and house influence, perfect for creating a lively and energetic atmosphere. It's part of the album 'Bring It Back' and was used in events like the 2014 Vancouver International Wine Festival."
full,4147,2,It's a rock track with elements of alternative,It's a rock track with elements of alternative and indie music.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,alternative;indie;rock,supported,,,not_applicable,0,,,,Certainly! How about 'Yang Penting Janda' by GAN ZAPAS? It's a rock track with elements of alternative and indie music. The song has a powerful and energetic sound that could be a great fit for your video. It was released in 2013 and has a music video that captures the essence of the song.
full,4147,3,The song has a powerful,The song has a powerful and energetic sound that could be a great fit for your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,Certainly! How about 'Yang Penting Janda' by GAN ZAPAS? It's a rock track with elements of alternative and indie music. The song has a powerful and energetic sound that could be a great fit for your video. It was released in 2013 and has a music video that captures the essence of the song.
full,4147,6,has a music video that captures the essence of the song.,It was released in 2013 and has a music video that captures the essence of the song.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_metadata-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,Certainly! How about 'Yang Penting Janda' by GAN ZAPAS? It's a rock track with elements of alternative and indie music. The song has a powerful and energetic sound that could be a great fit for your video. It was released in 2013 and has a music video that captures the essence of the song.
full,4148,6,catchy vibe to your video.,"It has a fast-paced beat and male vocals, which could add a dynamic and catchy vibe to your video.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_video-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Certainly! How about 'Swang on 'em' by Q? It's a track from his album 'Swang on 'em'. The song combines elements of Hip-Hop, electronic, rock, and pop. It has a fast-paced beat and male vocals, which could add a dynamic and catchy vibe to your video."
full,4150,2,"It's an electronic track with elements of pop, indie","It's an electronic track with elements of pop, indie, and rock.",E2_metadata_unsupported,音樂元資料不支持,genre_partially_supported,部分曲風查無支持：['rock']（musicnn 標籤有雜訊，查無支持不等於事實錯誤）,electronic;indie;pop;rock,partially_supported,rock,,not_applicable,1,,,,"Allow me to recommend 'Cave In by Owl City'. It's an electronic track with elements of pop, indie, and rock. The song has a techno influence and features synthesizers and electronic beats. It could be a fitting choice for your video."
full,4180,4,indie with a touch of pop.,"This song combines elements of classic rock, alternative, and indie with a touch of pop.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",alternative;indie;pop;rock,supported,,,not_applicable,0,,,,"Certainly! How about 'Vem Adorar' by Ministério Soma? It's a track from their album 'Vem Adorar'. This song combines elements of classic rock, alternative, and indie with a touch of pop. It has a guitar-driven sound and features male vocals. It could be a fitting choice for your video."
wo_audio_all,457,7,lively vibe to your video.,It has a techno influence and a fast-paced beat that will add an energetic and lively vibe to your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_video-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"I understand that you might be looking for a track with a house or electro influence. In that case, I would recommend 'House of Lords' by The Prodigy. This track combines elements of electronic, electro, and house genres with a touch of rock. It has a techno influence and a fast-paced beat that will add an energetic and lively vibe to your video."
wo_audio_all,2058,3,"Although I don't have much information about this specific track, MobSquad Carollina is known for their hip-hop","Although I don't have much information about this specific track, MobSquad Carollina is known for their hip-hop and rock style, which may include elements of electronic and dance music.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;hip-hop;rock,partially_supported,dance,,not_applicable,0,,,,"I suggest checking out 'MobSquad Carollina' by MobSquad Carollina. It's a track that combines elements of hip-hop and rock with electronic and dance influences. Although I don't have much information about this specific track, MobSquad Carollina is known for their hip-hop and rock style, which may include elements of electronic and dance music."
wo_audio_all,3129,2,rock track with indie,It's a pop and rock track with indie and folk influences.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",folk;indie;pop;rock,supported,,,not_applicable,0,,,,"Allow me to recommend '凡凡' by Michelle Chen. It's a pop and rock track with indie and folk influences. Although I don't have much information about this specific track, Michelle Chen's music style generally aligns with your preferences. She is known for her pop and rock music with indie and folk influences. You may also consider exploring her other tracks to find a suitable recommendation."
wo_audio_all,1753,7,soul with a touch of electronic,"In that case, I would recommend 'Hip-Hop, R&B, and soul with a touch of electronic and pop.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_general-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop;pop;r&b;soul,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Hip-Hop, R&B, and soul with a touch of electronic and pop. This track by The Hip-Hop, R&B, and soul with a touch of electronic and pop is a perfect fit for your video. It combines elements of Hip-Hop, R&B, and soul with a touch of electronic and pop, creating a unique and vibrant sound that will add a dynamic and energetic feel to your video."
wo_audio_all,3003,2,This track is a collaboration between 桜,"This track is a collaboration between 桜 and 桜, and it features a powerful female vocal.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"In that case, I would recommend 'Sweet Talk' by 桜. This track is a collaboration between 桜 and 桜, and it features a powerful female vocal. It has a techno vibe and is part of the 桜's album '桜'. It's a great choice for your video."
wo_audio_all,1226,2,dance track with electronic elements,It's a pop and dance track with electronic elements and features a female vocalist.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;pop,supported,,,not_applicable,0,,,,"Allow me to recommend 'Santaye' by Santaye. It's a pop and dance track with electronic elements and features a female vocalist. Although I don't have much information about this track, it aligns with your preferences for pop, dance, and electronic genres with a female vocalist."
wo_audio_all,4148,2,pop elements in the music.,"Certainly, I don't have any specific recommendations for rock and pop elements in the music.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_general-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",pop;rock,supported,,,not_applicable,0,,,,"Certainly, I don't have any specific recommendations for rock and pop elements in the music. However, I can suggest exploring the work of artists like Eminem, who are known for their rock and pop style. You can check out their music on platforms like SoundCloud and iTunes."
